Date,Open,High,Low,Close,Adj Close,Volume
2024-05-31,119.160004,121.709999,116.190002,118.629997,118.629997,1465800
2024-06-03,119.099998,119.500000,114.209999,115.750000,115.750000,1283800
2024-06-04,113.199997,113.739998,108.430000,110.180000,110.180000,2374800
2024-06-05,111.209999,113.000000,111.010002,111.849998,111.849998,1614900
2024-06-06,111.949997,113.900002,110.510002,113.860001,113.860001,988400
2024-06-07,109.900002,111.169998,108.820000,108.900002,108.900002,1514600
2024-06-10,110.080002,110.750000,109.230003,110.320000,110.320000,1514200
2024-06-11,107.820000,108.629997,105.809998,107.720001,107.720001,1310000
2024-06-12,111.250000,111.779999,107.739998,108.070000,108.070000,2006000
2024-06-13,107.730003,107.730003,105.199997,106.070000,106.070000,1135900
2024-06-14,104.309998,107.000000,104.040001,106.300003,106.300003,994700
